DR_NO,DATE,AREA,AREA_NAME,PREMISE_CODE,PREMISE_DESC,RPT DIST NO,PART 1-2,CRM CD,CRM CD DESC,NUM_CRIMES_DATE,NUM_CRIMES_AREA,NUM_CRIMES_AREA_NAME,NUM_CRIMES_TYPE,NUM_CRIMES_TYPE_DESC,NUM_CRIMES_DISTRICT,NUM_CRIMES_CODE,NUM_CRIMES_PREMISE,NUM_CRIMES_PREMISE_DESC,NUM_SIMILAR_VICTIM_DESCENT,NUM_GENDER_DIVERSITY,NUM_WEAPON_USED_IN_AREA,NUM_VICTIM_DESCENT_COMMON_IN_WEAPON,NUM_AREA_COMMON_FOR_VICTIM_DESCENT,IS_HIGH_CRIME_RATE_AREA,IS_VICTIM_FEMALE,IS_VICTIM_MALE,IS_CRIME_INVOLVING_MINOR,IS_CRIME_INVOLVING_ADULT,IS_CRIME_INVOLVING_SENIOR,IS_HIGH_NIGHT_CRIME_AREA,IS_HIGH_DAY_CRIME_AREA
200105207,1/17/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,794,794,416,53,48,53,39,39,83,640,0,1,0,1,0,0,0,1,0,0,0
200105208,1/17/2020,1,Central,726,POLICE FACILITY,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,794,794,416,27,12,27,6,6,231,492,0,1,0,1,0,0,0,1,0,0,0
200506170,2/20/2020,5,Harbor,501,SINGLE FAMILY DWELLING,563,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2,19,19,416,22,2,22,70,70,231,640,0,0,0,0,0,0,0,1,0,0,0
200105211,1/18/2020,1,Central,102,SIDEWALK,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),36,794,794,584,75,43,75,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200105212,1/14/2020,1,Central,727,SHOPPING MALL (COMMON AREA),138,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,26,127,2,2,231,640,0,1,0,1,0,0,0,0,1,0,0
200105214,1/18/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,36,794,794,416,34,43,34,108,108,83,640,0,1,0,1,0,0,0,1,0,0,0
200105215,1/18/2020,1,Central,903,MTA - RED LINE - 7TH AND METRO CENTER,152,1,350,"THEFT, PERSON",36,794,794,584,16,45,16,5,5,231,492,0,1,0,1,0,0,0,1,0,0,0
200101159,12/12/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,3,794,794,416,34,90,34,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
200105218,1/17/2020,1,Central,101,STREET,195,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,19,127,215,215,188,640,0,1,0,1,0,0,0,1,0,0,0
200105219,1/18/2020,1,Central,102,SIDEWALK,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,794,794,584,43,15,43,129,129,304,492,0,0,0,1,0,0,0,1,0,0,0
200105221,1/18/2020,1,Central,102,SIDEWALK,185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),36,794,794,584,75,20,75,129,129,188,492,0,1,0,1,0,0,0,1,0,0,0
200105224,1/17/2020,1,Central,108,PARKING LOT,162,1,510,VEHICLE - STOLEN,36,794,794,584,51,90,51,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
200105225,1/14/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,182,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,43,127,17,17,188,640,0,1,0,1,0,0,0,1,0,0,0
200105226,1/16/2020,1,Central,101,STREET,152,1,220,ATTEMPTED ROBBERY,33,794,794,584,9,45,9,215,215,188,492,0,1,0,1,0,0,0,0,1,0,0
200105227,1/17/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,794,794,416,27,20,27,39,39,45,492,0,1,0,1,0,0,0,1,0,0,0
200105228,1/17/2020,1,Central,101,STREET,185,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,20,127,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200105232,1/18/2020,1,Central,744,HIGH-RISE BUILDING,151,2,860,BATTERY WITH SEXUAL CONTACT,36,794,794,416,19,2,19,2,2,304,640,0,1,0,1,0,0,0,1,0,0,0
210409743,3/14/2020,4,Hollenbeck,701,HOSPITAL,443,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2,16,16,416,11,2,11,6,6,1,492,0,1,0,0,0,0,0,1,0,0,0
200105235,1/18/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,794,794,584,17,48,17,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
200105237,1/17/2020,1,Central,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",122,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,36,794,794,416,22,3,22,5,5,304,640,0,0,0,1,0,0,0,1,0,0,0
200105238,1/17/2020,1,Central,101,STREET,141,1,761,BRANDISH WEAPON,36,794,794,584,14,3,14,215,215,231,492,0,0,0,1,0,0,0,1,0,0,0
200105240,1/16/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,139,1,330,BURGLARY FROM VEHICLE,33,794,794,584,127,7,127,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200105241,1/18/2020,1,Central,101,STREET,162,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,90,127,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
201106089,2/16/2020,11,Northeast,501,SINGLE FAMILY DWELLING,1107,2,624,BATTERY - SIMPLE ASSAULT,2,14,14,416,118,2,118,70,70,304,640,0,1,0,0,0,0,0,1,0,0,0
200105244,1/16/2020,1,Central,108,PARKING LOT,111,1,510,VEHICLE - STOLEN,33,794,794,584,51,48,51,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
222013040,6/4/2020,20,Olympic,501,SINGLE FAMILY DWELLING,2054,2,354,THEFT OF IDENTITY,2,5,5,416,33,1,33,70,70,304,492,0,1,0,0,0,0,0,1,0,0,0
200215063,9/15/2020,2,Rampart,101,STREET,204,1,510,VEHICLE - STOLEN,1,16,16,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
211715638,12/9/2020,17,Devonshire,501,SINGLE FAMILY DWELLING,1718,2,354,THEFT OF IDENTITY,4,6,6,416,33,1,33,70,70,188,640,0,1,0,0,0,0,0,1,0,0,0
200105247,1/17/2020,1,Central,101,STREET,124,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,36,794,794,416,22,12,22,215,215,83,640,0,0,0,1,0,0,0,1,0,0,0
200105249,1/18/2020,1,Central,101,STREET,124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,794,794,584,27,12,27,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
221804943,7/1/2020,18,Southeast,501,SINGLE FAMILY DWELLING,1822,2,354,THEFT OF IDENTITY,1,10,10,416,33,3,33,70,70,188,492,0,1,0,0,0,0,0,1,0,0,0
200105255,1/18/2020,1,Central,203,OTHER BUSINESS,163,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),36,794,794,584,4,15,4,40,40,304,640,0,1,0,1,0,0,0,1,0,0,0
200105259,1/18/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",118,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,794,794,584,17,12,17,108,108,304,640,0,1,0,1,0,0,0,1,0,0,0
200118281,9/20/2020,1,Central,102,SIDEWALK,164,2,624,BATTERY - SIMPLE ASSAULT,2,794,794,416,118,15,118,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200812577,7/29/2020,8,West LA,119,"PORCH, RESIDENTIAL",803,2,624,BATTERY - SIMPLE ASSAULT,2,21,21,416,118,2,118,2,2,45,492,0,1,0,0,0,0,0,0,1,0,0
200105262,1/19/2020,1,Central,207,BAR/COCKTAIL/NIGHTCLUB,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,794,794,584,43,45,43,6,6,304,492,0,1,0,1,0,0,0,1,0,0,0
200105263,1/18/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",163,1,310,BURGLARY,36,794,794,584,23,15,23,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
200105264,1/19/2020,1,Central,207,BAR/COCKTAIL/NIGHTCLUB,143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,794,794,584,43,8,43,6,6,304,640,0,1,0,1,0,0,0,1,0,0,0
200105265,1/18/2020,1,Central,207,BAR/COCKTAIL/NIGHTCLUB,135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,794,794,584,43,13,43,6,6,304,492,0,0,0,1,0,0,0,1,0,0,0
200105266,1/18/2020,1,Central,207,BAR/COCKTAIL/NIGHTCLUB,135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,794,794,584,43,13,43,6,6,304,640,0,0,0,1,0,0,0,1,0,0,0
200105267,1/18/2020,1,Central,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,132,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,9,118,3,3,188,492,0,1,0,1,0,0,0,1,0,0,0
200105268,1/18/2020,1,Central,101,STREET,138,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,794,794,584,27,26,27,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200105269,1/18/2020,1,Central,102,SIDEWALK,111,1,480,BIKE - STOLEN,36,794,794,584,21,48,21,129,129,231,492,0,1,0,1,0,0,1,0,0,0,0
200105270,1/18/2020,1,Central,102,SIDEWALK,111,1,480,BIKE - STOLEN,36,794,794,584,21,48,21,129,129,304,492,0,1,0,1,0,0,1,0,0,0,0
200105271,1/18/2020,1,Central,102,SIDEWALK,171,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),36,794,794,584,50,14,50,129,129,231,492,0,1,0,1,0,0,1,0,0,0,0
200105273,1/16/2020,1,Central,966,MTA - GOLD LINE - UNION STATION,119,2,624,BATTERY - SIMPLE ASSAULT,33,794,794,416,118,40,118,3,3,304,492,0,1,0,1,0,0,0,0,1,0,0
200105275,1/17/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,36,794,794,416,34,19,34,108,108,83,640,0,1,0,1,0,0,0,1,0,0,0
200105276,1/18/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,794,794,416,53,19,53,108,108,83,640,0,1,0,1,0,0,0,1,0,0,0
200105277,1/18/2020,1,Central,101,STREET,158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,794,794,584,27,15,27,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200105278,1/9/2020,1,Central,108,PARKING LOT,185,1,330,BURGLARY FROM VEHICLE,18,794,794,584,127,20,127,74,74,83,492,0,1,0,1,0,0,1,0,0,0,0
200105280,1/18/2020,1,Central,738,LIBRARY,152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,794,794,416,27,45,27,7,7,231,492,0,1,0,1,0,0,1,0,0,0,0
200105281,1/18/2020,1,Central,102,SIDEWALK,164,1,350,"THEFT, PERSON",36,794,794,584,16,15,16,129,129,83,640,0,1,0,1,0,0,0,1,0,0,0
200105282,1/19/2020,1,Central,102,SIDEWALK,166,2,624,BATTERY - SIMPLE ASSAULT,24,794,794,416,118,22,118,129,129,45,492,0,0,0,1,0,0,0,1,0,0,0
200109827,3/27/2020,1,Central,218,BEAUTY/BARBER SHOP,174,1,330,BURGLARY FROM VEHICLE,2,794,794,584,127,10,127,1,1,231,492,0,1,0,1,0,0,0,1,0,0,0
200105283,1/18/2020,1,Central,109,PARK/PLAYGROUND,122,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,3,118,3,3,304,640,0,1,0,1,0,0,0,0,1,0,0
200105284,1/18/2020,1,Central,102,SIDEWALK,152,1,210,ROBBERY,36,794,794,584,35,45,35,129,129,231,492,0,0,0,1,0,0,0,1,0,0,0
201212206,4/30/2020,12,77th Street,501,SINGLE FAMILY DWELLING,1211,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,9,9,584,17,1,17,70,70,304,640,0,0,0,0,0,0,0,1,0,0,0
200105287,1/19/2020,1,Central,101,STREET,182,1,330,BURGLARY FROM VEHICLE,24,794,794,584,127,43,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200105288,1/19/2020,1,Central,801,MTA BUS,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,794,794,584,43,23,43,5,5,83,640,0,0,0,1,0,0,0,0,1,0,0
200105289,1/16/2020,1,Central,104,DRIVEWAY,119,1,510,VEHICLE - STOLEN,33,794,794,584,51,40,51,5,5,64,936,0,1,0,1,0,0,1,0,0,0,0
200105290,1/19/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,185,2,888,TRESPASSING,24,794,794,416,19,20,19,17,17,83,492,0,1,0,1,0,0,0,1,0,0,0
200105291,1/18/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,794,794,416,53,20,53,39,39,83,492,0,1,0,1,0,0,0,1,0,0,0
200105293,1/19/2020,1,Central,203,OTHER BUSINESS,118,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,794,794,584,45,12,45,40,40,45,640,0,1,0,1,0,0,0,1,0,0,0
200105294,1/19/2020,1,Central,124,BUS STOP,105,1,440,THEFT PLAIN - PETTY ($950 & UNDER),24,794,794,584,75,10,75,4,4,83,492,0,1,0,1,0,0,0,1,0,0,0
200105296,1/19/2020,1,Central,900,MTA - RED LINE - UNION STATION,119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,794,794,584,45,40,45,7,7,304,640,0,1,0,1,0,0,0,1,0,0,0
200105297,1/19/2020,1,Central,102,SIDEWALK,153,2,624,BATTERY - SIMPLE ASSAULT,24,794,794,416,118,33,118,129,129,188,640,0,1,0,1,0,0,0,1,0,0,0
200105302,1/18/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,794,794,416,27,27,27,39,39,304,640,0,1,0,1,0,0,0,1,0,0,0
200105303,1/18/2020,1,Central,406,OTHER STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),36,794,794,584,50,90,50,15,15,304,492,0,1,0,1,0,0,0,1,0,0,0
200105307,1/19/2020,1,Central,726,POLICE FACILITY,155,2,755,BOMB SCARE,24,794,794,416,3,14,3,6,6,231,492,0,0,0,1,0,0,0,1,0,0,0
200510994,6/25/2020,5,Harbor,108,PARKING LOT,563,1,510,VEHICLE - STOLEN,1,19,19,584,51,2,51,74,74,64,936,0,1,0,0,0,0,1,0,0,0,0
200105309,1/19/2020,1,Central,102,SIDEWALK,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,794,794,584,43,22,43,129,129,231,492,0,0,0,1,0,0,0,1,0,0,0
200105311,1/19/2020,1,Central,102,SIDEWALK,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,794,794,584,43,22,43,129,129,304,492,0,0,0,1,0,0,0,1,0,0,0
200105312,1/19/2020,1,Central,102,SIDEWALK,139,2,437,RESISTING ARREST,24,794,794,416,1,7,1,129,129,83,492,0,1,0,1,0,0,1,0,0,0,0
200105313,1/20/2020,1,Central,108,PARKING LOT,174,1,330,BURGLARY FROM VEHICLE,26,794,794,584,127,10,127,74,74,188,492,0,0,0,1,0,0,0,1,0,0,0
200105314,1/19/2020,1,Central,102,SIDEWALK,143,1,480,BIKE - STOLEN,24,794,794,584,21,8,21,129,129,304,492,0,1,0,1,0,0,1,0,0,0,0
200516317,11/7/2020,5,Harbor,501,SINGLE FAMILY DWELLING,587,2,886,DISTURBING THE PEACE,5,19,19,416,2,1,2,70,70,231,492,0,1,0,0,0,0,0,1,0,0,0
200317339,9/14/2020,3,Southwest,101,STREET,393,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2,14,14,584,45,1,45,215,215,188,492,0,1,0,0,0,0,0,1,0,0,0
200105317,1/18/2020,1,Central,108,PARKING LOT,142,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,794,794,416,27,8,27,74,74,304,492,0,1,0,1,0,0,0,1,0,0,0
200105318,1/20/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",121,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,794,794,416,34,2,34,108,108,83,640,0,1,0,1,0,0,0,1,0,0,0
200105319,1/20/2020,1,Central,101,STREET,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,794,794,584,43,7,43,215,215,231,640,0,0,0,1,0,0,0,1,0,0,0
200105321,1/19/2020,1,Central,108,PARKING LOT,182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),24,794,794,584,27,43,27,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
200105328,1/19/2020,1,Central,102,SIDEWALK,132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,794,794,416,34,9,34,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200105333,1/20/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,794,794,416,53,8,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
200105334,1/20/2020,1,Central,102,SIDEWALK,111,1,210,ROBBERY,26,794,794,584,35,48,35,129,129,188,492,0,0,0,1,0,0,0,1,0,0,0
200105335,1/20/2020,1,Central,203,OTHER BUSINESS,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),26,794,794,584,75,90,75,40,40,304,640,0,1,0,1,0,0,0,1,0,0,0
220705246,2/11/2020,7,Wilshire,501,SINGLE FAMILY DWELLING,747,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2,11,11,584,45,1,45,70,70,188,640,0,1,0,0,0,0,0,1,0,0,0
200914159,8/30/2020,9,Van Nuys,501,SINGLE FAMILY DWELLING,906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1,14,14,416,34,2,34,70,70,188,492,0,1,0,0,0,0,0,1,0,0,0
211015708,9/1/2020,10,West Valley,101,STREET,1001,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),5,14,14,584,27,3,27,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105344,1/20/2020,1,Central,102,SIDEWALK,142,2,624,BATTERY - SIMPLE ASSAULT,26,794,794,416,118,8,118,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200714035,9/1/2020,7,Wilshire,101,STREET,715,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),5,11,11,584,5,1,5,215,215,231,640,0,1,0,0,0,0,0,0,1,0,0
200105347,1/20/2020,1,Central,101,STREET,164,2,753,DISCHARGE FIREARMS/SHOTS FIRED,26,794,794,416,3,15,3,215,215,71,932,0,0,0,1,0,0,1,0,0,0,0
211313647,10/22/2020,13,Newton,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1391,2,928,THREATENING PHONE CALLS/LETTERS,2,3,3,416,1,1,1,108,108,231,640,0,0,0,0,0,0,0,1,0,0,0
201319204,3/3/2020,13,Newton,501,SINGLE FAMILY DWELLING,1347,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,3,3,416,4,1,4,70,70,304,640,0,1,0,0,0,0,1,0,0,0,0
200105350,1/20/2020,1,Central,102,SIDEWALK,159,2,624,BATTERY - SIMPLE ASSAULT,26,794,794,416,118,26,118,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200105351,1/18/2020,1,Central,102,SIDEWALK,156,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,23,118,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200911839,6/26/2020,9,Van Nuys,101,STREET,974,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,14,14,584,5,1,5,215,215,231,492,0,1,0,0,0,0,0,1,0,0,0
200105353,1/17/2020,1,Central,719,MEDICAL/DENTAL OFFICES,101,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,8,118,2,2,304,492,0,1,0,1,0,0,0,1,0,0,0
200105354,1/18/2020,1,Central,102,SIDEWALK,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),36,794,794,584,75,7,75,129,129,188,640,0,1,0,1,0,0,0,1,0,0,0
201104052,1/1/2020,11,Northeast,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,14,14,416,53,1,53,108,108,71,932,0,1,0,0,0,0,1,0,0,0,0
200105357,1/20/2020,1,Central,966,MTA - GOLD LINE - UNION STATION,119,2,624,BATTERY - SIMPLE ASSAULT,26,794,794,416,118,40,118,3,3,304,640,0,1,0,1,0,0,0,1,0,0,0
200105359,1/20/2020,1,Central,101,STREET,161,2,860,BATTERY WITH SEXUAL CONTACT,26,794,794,416,19,20,19,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200105362,1/20/2020,1,Central,403,DRUG STORE,162,1,220,ATTEMPTED ROBBERY,26,794,794,584,9,90,9,9,9,304,492,0,1,0,1,0,0,0,1,0,0,0
200105363,1/19/2020,1,Central,108,PARKING LOT,182,1,330,BURGLARY FROM VEHICLE,24,794,794,584,127,43,127,74,74,188,640,0,0,0,1,0,0,0,1,0,0,0
200105367,1/15/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,794,794,584,45,90,45,108,108,304,492,0,1,0,1,0,0,0,1,0,0,0
200105369,1/20/2020,1,Central,902,MTA - RED LINE - PERSHING SQUARE,153,2,946,OTHER MISCELLANEOUS CRIME,26,794,794,416,14,33,14,3,3,231,492,0,1,0,1,0,0,1,0,0,0,0
200105370,1/20/2020,1,Central,501,SINGLE FAMILY DWELLING,111,1,310,BURGLARY,26,794,794,584,23,48,23,70,70,83,640,0,1,0,1,0,0,0,1,0,0,0
200105371,1/19/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,794,794,584,50,90,50,35,35,231,492,0,1,0,1,0,0,1,0,0,0,0
200105428,1/21/2020,1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY),152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),25,794,794,584,75,45,75,13,13,304,492,0,1,0,1,0,0,0,1,0,0,0
200105564,1/17/2020,1,Central,101,STREET,195,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,19,127,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
211004055,12/30/2020,10,West Valley,101,STREET,1033,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,14,14,584,27,1,27,215,215,83,492,0,1,0,0,0,0,0,1,0,0,0
200105954,1/28/2020,1,Central,108,PARKING LOT,101,1,510,VEHICLE - STOLEN,21,794,794,584,51,8,51,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
200105373,1/19/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,794,794,584,45,9,45,108,108,188,492,0,1,0,1,0,0,0,1,0,0,0
200105375,1/21/2020,1,Central,101,STREET,166,1,210,ROBBERY,25,794,794,584,35,22,35,215,215,188,492,0,0,0,1,0,0,0,1,0,0,0
200105384,1/2/2020,1,Central,810,AMTRAK TRAIN,119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,794,794,584,45,40,45,1,1,231,492,0,1,0,1,0,0,0,1,0,0,0
200105386,1/16/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),33,794,794,584,75,40,75,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200105388,1/18/2020,1,Central,101,STREET,159,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,26,127,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200105393,1/20/2020,1,Central,101,STREET,174,1,330,BURGLARY FROM VEHICLE,26,794,794,584,127,10,127,215,215,188,640,0,1,0,1,0,0,0,1,0,0,0
201007680,3/2/2020,10,West Valley,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1039,2,624,BATTERY - SIMPLE ASSAULT,2,14,14,416,118,1,118,108,108,304,640,0,1,0,0,0,0,0,1,0,0,0
221404806,1/18/2020,14,Pacific,101,STREET,1446,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,6,6,584,27,1,27,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105399,1/21/2020,1,Central,102,SIDEWALK,133,2,860,BATTERY WITH SEXUAL CONTACT,25,794,794,416,19,2,19,129,129,45,640,0,1,0,1,0,0,0,1,0,0,0
200105400,1/21/2020,1,Central,102,SIDEWALK,133,2,860,BATTERY WITH SEXUAL CONTACT,25,794,794,416,19,2,19,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200105401,1/17/2020,1,Central,102,SIDEWALK,131,2,860,BATTERY WITH SEXUAL CONTACT,36,794,794,416,19,5,19,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200105402,1/21/2020,1,Central,602,BANK,152,2,860,BATTERY WITH SEXUAL CONTACT,25,794,794,416,19,45,19,4,4,231,640,0,1,0,1,0,0,0,1,0,0,0
200105403,1/20/2020,1,Central,102,SIDEWALK,152,1,350,"THEFT, PERSON",26,794,794,584,16,45,16,129,129,188,640,0,1,0,1,0,0,0,1,0,0,0
200105404,1/21/2020,1,Central,102,SIDEWALK,153,1,761,BRANDISH WEAPON,25,794,794,584,14,33,14,129,129,231,492,0,0,0,1,0,0,0,1,0,0,0
200105406,1/21/2020,1,Central,102,SIDEWALK,111,2,753,DISCHARGE FIREARMS/SHOTS FIRED,25,794,794,416,3,48,3,129,129,304,492,0,0,0,1,0,0,1,0,0,0,0
200105407,1/21/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,119,1,480,BIKE - STOLEN,25,794,794,584,21,40,21,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200105409,1/21/2020,1,Central,101,STREET,138,1,210,ROBBERY,25,794,794,584,35,26,35,215,215,304,492,0,0,0,1,0,0,0,1,0,0,0
